date,avg wind (km/h),temp (?C),Humidity,Shade/ Sun,time (am),plot,treatment,Quadrant of plot,mm of tube filled,size tube (µL),BRIX,Volume (µL),notes,,
6/27/2016,0,4.0,69.8,shade,7:28,7,,NW,0,0.5,0,,,,
6/27/2016,0,4.4,70.6,shade,7:29,7,,NW,11,0.5,50,,,,
6/27/2016,0,4.3,70.9,shade,7:30,7,,NE,0,0.5,0,,,,
6/27/2016,0,4.4,71.8,sun,7:31,7,,NE,0,0.5,0,,,,
6/27/2016,0,4.2,72.1,Shade,7:32,8,,SE,0,0.5,0,,,,
6/27/2016,0,4.3,72.4,Shade,,8,,SE,1,0.5,NO READING,,,,
6/27/2016,,,,Shade,7:35,8,,SW,6,0.5,53,,,,
6/27/2016,0,4.3,73.9,Shade,7:35,8,,SW,12,0.5,46,,,,
6/27/2016,0,4.4,74.9,Sun,7:37,8,,NW,0,0.5,0,,,,
6/27/2016,0,4.4,74.3,Shade,7:39,8,,NW,9,0.5,47,,Nothing in NE,,
6/27/2016,0,5.8,77.7,Shade,7:42,9,,SE,10,0.5,55,,,,
6/27/2016,0,5.8,74.8,Shade,7:43,9,,SE,9,0.5,50,,,,
6/27/2016,0,6.0,74.5,Shade,7:44,9,,SW,5,0.5,54,,,,
6/27/2016,0,6.3,72.5,Shade,7:46,9,,SW,10,0.5,59,,,,
6/27/2016,0,6.6,72.3,Sun,7:48,9,,NW,3,0.5,64,,,,
6/27/2016,,,,Sun,7:49,9,,NW,0,0.5,0,,,,
6/27/2016,0,6.8,72.0,Sun,7:50,9,,NE,5,0.5,48,,,,
6/27/2016,0,6.7,71.6,Sun,7:51,9,,NE,8,0.5,49,,,,
6/27/2016,0,6.7,72.7,Sun,7:52,10,,SE,4,0.5,65,,,,
6/27/2016,0,6.8,72.9,Sun,7:53,10,,SE,3,0.5,69,,,,
6/27/2016,0,6.7,71.0,Sun,7:55,10,,SW,0,0.5,0,,,,
6/27/2016,0,6.8,73.2,Sun,7:56,10,,SW,3,0.5,<45,,,,
6/27/2016,0,7.0,72.2,Sun,7:58,10,,NW,9,0.5,58,,,,
6/27/2016,0,7.1,71.3,Sun,7:59,10,,NW,8,0.5,47,,,,
6/27/2016,0,7.2,72.0,Sun,8:00,10,,NE,4,0.5,64,,,,
6/27/2016,0,7.8,73.0,Sun,8:02,10,,NE,4,0.5,66,,,,
6/27/2016,0,7.7,70.0,Shade,8:03,11,,SW,9,0.5,45,,no FF in SE,,
6/27/2016,,,,Shade,8:05,11,,SW,2,0.5,<45,,,,
6/27/2016,0,8.6,67.1,Sun,8:07,11,,NW,6,0.5,49,,,,
6/27/2016,,,,Sun,8:09,11,,NW,7,0.5,47,,,,
6/27/2016,0,8.4,68.0,Sun,8:10,11,,NE,0,0.5,0,,,,
6/27/2016,,,,Sun,8:10,11,,NE,0,0.5,0,,,,
6/27/2016,0,8.6,66.6,Sun,8:11,12,,SE,3,0.5,44,,,,
6/27/2016,0,9.0,66.4,Sun,8:12,12,,SE,5,0.5,41,,,,
6/27/2016,0,9.5,63.1,Sun,8:14,12,,SW,4,0.5,>50,,,,
6/27/2016,,,,Sun,8:16,12,,SW,4,0.5,60,,,,
6/27/2016,0,10.1,62.8,Sun,8:17,12,,NW,4,0.5,72,,,,
6/27/2016,0,12.6,60.3,Sun,8:18,12,,NW,2,0.5,63,,,,
6/27/2016,0,13.6,58.1,Sun,8:20,12,,NE,6,0.5,53,,,,
6/27/2016,0,13.2,57.1,Sun ,8:21,12,,NE,0,0.5,0,,,,
6/27/2016,0,13.3,43.5,Shade,8:24,1,,SE,3,0.5,67,,,,
6/27/2016,0,13.1,44.3,Shade,8:25,1,,SE,0,0.5,0,,,,
6/27/2016,0,12.9,44.5,Shade,8:26,1,,SW,9,0.5,59,,,,
6/27/2016,0,12.7,46.4,Shade,8:27,1,,SW,3,0.5,53,,"No FF in NE, NW",,
6/27/2016,0,12.2,49.3,Sun,8:28,2,,SE,0,0.5,0,,,,
6/27/2016,0,12.0,50.8,Sun,8:29,2,,SE,5,0.5,45,,,,
6/27/2016,0,11.9,49.6,Sun,8:31,2,,NW,0,0.5,0,,no FF in SW,,
6/27/2016,,,,Sun,8:32,2,,NW,0,0.5,0,,,,
6/27/2016,0,11.9,50.4,Sun,8:33,2,,NE,11,0.5,50,,,,
6/27/2016,,,,Sun,8:35,2,,NE,5,0.5,NO READING,,Operator error,,
6/27/2016,0,11.7,51.3,Sun,8:37,2,,NE,9,0.5,46,,,,
6/27/2016,0,11.3,54.4,Sun,8:37,3,,SE,1,0.5,NO READING,,,,
6/27/2016,0,11.1,53.5,Sun,8:38,3,,SE,0,0.5,0,,,,
6/27/2016,0,11.1,55.5,Sun,8:39,3,,SW,0,0.5,0,,,,
6/27/2016,0,11.1,56.3,Sun,8:40,3,,SW,0,0.5,0,,,,
6/27/2016,0,10.8,59.6,Sun,8:41,3,,NW,2,0.5,64,,,,
6/27/2016,0,10.6,59.2,Sun,8:43,3,,NW,0,0.5,0,,,,
6/27/2016,0,10.7,59.2,Sun,8:44,3,,NE,0,0.5,0,,,,
6/27/2016,0,10.8,54.4,Sun,8:45,3,,NE,4,0.5,<45,,,,
6/29/2016,0,8.6,60.0,Shade,7:00,12,,SE,2,0.5,<45,,,,
6/29/2016,,,,Shade,7:00,12,,SE,1,0.5,NO READING,,,,
6/29/2016,,,,Shade,7:02,12,,SW,6,0.5,63,,,,
6/29/2016,,,,Shade,,12,,SW,1,0.5,NO READING,,,,
6/29/2016,1.5,,,Shade,,12,,NW,3,0.5,63,,,,
6/29/2016,,,,Shade,7:06,12,,NW,10,0.5,49,,,,
6/29/2016,,,,Shade,7:08,12,,NE,7,0.5,59,,,,
6/29/2016,,,69.0,Shade,7:09,12,,NE,0,0.5,0,,,,
6/29/2016,,,71.2,Shade,7:10,11,,SW,5,0.5,<45,,no SE,,
6/29/2016,,,,Shade,,11,,SW,10,0.5,46,,,,
6/29/2016,,,,Shade,,11,,NW,9,0.5,NO READING,,on low refract.,,
6/29/2016,,,,Shade,7:15,11,,NW,8,0.5,52,,,,
6/29/2016,,,,Shade,,11,,NE,4,0.5,47,,,,
6/29/2016,0,10.6,73.7,Shade,7:18,11,,NE,3,0.5,59,,,,
6/29/2016,,10.6,71.9,Shade,7:19,10,,SE,5,0.5,70,,,,
6/29/2016,,,,Shade,,10,,SE,4,0.5,68,,,,
6/29/2016,,,,Shade,,10,,SW,0,0.5,0,,,,
6/29/2016,,,,Shade,,10,,SW,7,0.5,<45,,,,
6/29/2016,,,,Shade,,10,,NW,5,0.5,61,,,,
6/29/2016,0,,64.5,Shade,,10,,NW,9,0.5,63,,,,
6/29/2016,,,,Shade,7:26,10,,NE,3,0.5,61,,,,
6/29/2016,,,58.0,Shade,7:28,10,,NE,4,0.5,64,,,,
6/29/2016,,10.6,,Shade,,9,,SE,6,0.5,52,,,,
6/29/2016,,,,Shade,,9,,SE,0,0.5,0,,,,
6/29/2016,0,11.1,58.8,Shade,,9,,SW,0,0.5,0,,,,
6/29/2016,,,,Shade,7:33,9,,SW,3,0.5,65,,,,
6/29/2016,,11.4,61.6,Shade,7:35,9,,NW,5,0.5,60,,,,
6/29/2016,,,,Shade,,9,,NW,10,0.5,59,,,,
6/29/2016,,,,Shade,,9,,NE,4,0.5,50,,,,
6/29/2016,0,12.9,61.2,Shade,7:39,9,,NE,0,0.5,0,,,,
6/29/2016,0,12.1,56.0,Shade,7:42,8,,SE,0,0.5,0,,no plants in NE,,
6/29/2016,,,,Shade,,8,,SE,0,0.5,0,,,,
6/29/2016,,,,Shade,,8,,SW,4,0.5,43,,,,
6/29/2016,,12.3,58.5,Shade,,8,,SW,3,0.5,48,,,,
6/29/2016,,,,Shade,,8,,NW,4,0.5,<45,,,,
6/29/2016,,,,Shade,,8,,NW,3,0.5,53,,,,
6/29/2016,0,16.9,48.5,Shade,7:50,7,,SE,0,0.5,0,,,,
6/29/2016,,,,Shade,,7,,SE,0,0.5,0,,,,
6/29/2016,,,,Shade,,7,,SW,0,0.5,0,,,,
6/29/2016,,,,Shade,,7,,SW,16,0.5,40,,,,
6/29/2016,,,,Shade,,7,,NW,11,0.5,40,,,,
6/29/2016,,,,Shade,,7,,NW,0,0.5,0,,,,
6/29/2016,0,15.2,47.0,Shade,7:57,7,,NE,0,0.5,0,,,,
6/29/2016,,,,Shade,,7,,NE,0,0.5,0,,,,
6/29/2016,0,18.5,,Shade,8:00,6,,SE,7,0.5,50,,,,
6/29/2016,,20.7,47.0,Shade,,6,,SE,4,0.5,50,,,,
6/29/2016,,,,Shade,,6,,SW,0,0.5,0,,,,
6/29/2016,0,21.7,43.9,Shade,8:04,6,,SW,10,0.5,56,,,,
6/29/2016,0,22.0,34.0,Shade,,6,,NW,23,0.5,48,,,,
6/29/2016,,,,Shade,,6,,NW,8,0.5,49,,,,
6/29/2016,,,,Shade,,6,,NE,0,0.5,0,,,,
6/29/2016,0,23.6,30.5,Shade,8:10,6,,NE,10,0.5,59,,,,
6/29/2016,,,,Shade,,5,,SE,6,0.5,45,,,,
6/29/2016,,,,Shade,,5,,SE,10,0.5,44,,,,
6/29/2016,,,,Shade,,5,,SW,1,0.5,NO READING,,,,
6/29/2016,0,22.6,25.7,Shade,8:15,5,,SW,0,0.5,0,,,,
6/29/2016,,,,Shade,,5,,NW,0,0.5,0,,,,
6/29/2016,,,,Shade,,5,,NW,2,0.5,70,,,,
6/29/2016,,,,Shade,,5,,NE,4,0.5,62,,,,
6/29/2016,0,23.6,25.0,Shade,,5,,NE,3,0.5,65,,,,
6/29/2016,0,21.6,25.3,Sun/shade,8:23,4,,SE,0,0.5,0,,SE one floret not fully blooming,,
6/29/2016,,,,Sun/shade,,4,,SW,0,0.5,0,,,,
6/29/2016,,20.3,33.3,Sun/shade,,4,,SW,0,0.5,0,,clouds,,
6/29/2016,,,,Sun,,4,,NW,5,0.5,68,,,,
6/29/2016,,,,Shade,,4,,NW,0,0.5,0,,sun in and out here,,
6/29/2016,,19.6,37.2,Shade,,4,,NE,3,0.5,51,,,,
6/29/2016,,,,Shade,,4,,NE,2,0.5,62,,,,
6/29/2016,,18.0,39.5,Sun,,3,,SE,4,0.5,60,,,,
6/29/2016,,,,Sun,,3,,SE,0,0.5,0,,,,
6/29/2016,,,,Shade,,3,,SW,0,0.5,0,,,,
6/29/2016,,16.7,43.0,Sun,,3,,SW,0,0.5,0,,,,
6/29/2016,,,,Sun,,3,,NW,0,0.5,0,,,,
6/29/2016,,,,Sun,,3,,NW,0,0.5,0,,,,
6/29/2016,,,,Sun,,3,,NE,0,0.5,0,,,,
6/29/2016,,16.8,47.0,Sun,8:42,3,,NE,2,0.5,NO READING,,,,
6/29/2016,,17.3,45.9,Sun,8:44,2,,SE,4,0.5,54,,nothing in SW,,
6/29/2016,,,,Sun,,2,,SE,<1,0.5,NO READING,,,,
6/29/2016,,,,Sun,,2,,NW,<1,0.5,NO READING,,,,
6/29/2016,,,,Sun,,2,,NW,0,0.5,0,,Senescing,,
6/29/2016,,,,Sun,8:46,2,,NE,5,0.5,61,,,,
6/29/2016,,16.3,46.0,Sun,,2,,NE,7,0.5,60,,,,
6/29/2016,,,,Shade,,1,,SE,0,0.5,0,,"nothing in NW or NE, only one floret in quad.",,
6/29/2016,,,,Shade,,1,,SE,0,0.5,0,,,,
6/29/2016,,16.8,47.3,Shade,,1,,SW,3,0.5,65,,,,
6/29/2016,,,,Shade,,1,,SW,4,0.5,61,,,,
6/30/2016,0,13.8,57.3,Shade,6:59,7,,SE,0,0.5,0,,,,
6/30/2016,,,,Shade,,7,,SE,4,0.5,55,,,,
6/30/2016,0,14.7,56.9,Shade,,7,,SW,9,0.5,<45,,,,
6/30/2016,,,,Shade,,7,,SW,0,0.5,0,,"No ff in NW or NE, all senescing",,
6/30/2016,0,14.7,58.2,Shade,7:12,8,,NW,0,0.5,0,,"all senescing in SE and SW, no plants in NE",,
6/30/2016,,,,Shade,,8,,NW,0,0.5,0,,,,
6/30/2016,0,15.0,54.7,Shade,7:16,9,,SE,0,0.5,0,,,,
6/30/2016,0,,,Shade,,9,,SE,0,0.5,0,,,,
6/30/2016,0,,,Shade,,9,,SW,0,0.5,0,,,,
6/30/2016,0,15.4,52.9,Shade,,9,,SW,8,0.5,67,,,,
6/30/2016,,,,Shade,,9,,NW,2,0.5,68,,,,
6/30/2016,,15.7,55.0,Sun,7:28,9,,NW,1,0.5,no reading,,,,
6/30/2016,,,,Sun,,9,,NE,1,0.5,no reading,,,,
6/30/2016,,,,Sun,,9,,NE,2,0.5,52,,,,
6/30/2016,,,,Shade,,10,,SE,1,0.5,no reading,,all senescing,,
6/30/2016,,,,Shade,,10,,SE,7,0.5,69,,"no FF in SW, all senescing",,
6/30/2016,0,18.5,37.5,Shade,7:45,10,,NW,1,0.5,NO READING,,,,
6/30/2016,,,,Shade,,10,,NW,8,0.5,66,,,,
6/30/2016,,,,Shade,,10,,NE,0,0.5,0,,,,
6/30/2016,0,18.7,41.2,Sun,7:50,10,,NE,9,0.5,57,,,,
6/30/2016,,,,Sun,,11,,SW,0,0.5,0,,No plants in SE,,
6/30/2016,,,,Sun,,11,,SW,2,0.5,50,,,,
6/30/2016,,,,Shade,,11,,NW,0,0.5,0,,,,
6/30/2016,0,18.4,39.7,Shade,,11,,NW,4,0.5,<45,,,,
6/30/2016,,,,Shade,,11,,NE,0,0.5,0,,some flowers still in bud,,
6/30/2016,,,,Shade,8:03,11,,NE,1,0.5,no reading,,,,
6/30/2016,0,17.6,47.3,Shade,8:04,12,,SE,2,0.5,67,,,,
6/30/2016,,,,Shade,,12,,SE,0,0.5,0,,,,
6/30/2016,,,,Shade,,12,,SW,0,0.5,0,,,,
6/30/2016,,,,Shade,,12,,SW,0,0.5,0,,,,
6/30/2016,,,,Shade,8:13,12,,NW,0,0.5,0,,Early flowering stage,,
6/30/2016,,,,Shade,,12,,NW,0,0.5,0,,,,
6/30/2016,0,17.0,54.3,Shade,,12,,NE,0,0.5,0,,,,
6/30/2016,0,,,Shade,,12,,NE,5,0.5,64,,Early flowering stage,,
6/30/2016,0,19.0,44.4,Shade,8:25,1,,SE,1,0.5,no reading,,"only one stalk, early stage",,
6/30/2016,,,,Shade,,1,,SW,6,0.5,66,,,,
6/30/2016,,,,Shade,,1,,SW,2,0.5,66,,no plants in NW or NE,,
6/30/2016,0,19.4,44.6,Shade,8:31,2,,SE,0,0.5,0,,,,
6/30/2016,,,,Shade,,2,,SE,2,0.5,66,,no plants in SW,,
6/30/2016,0,19.4,45.1,Shade ,8:35,2,,NW,0,0.5,0,,,,
6/30/2016,0,19.8,49.2,Shade,,2,,NW,0,0.5,0,,,,
6/30/2016,,,,Shade ,,2,,NE,0,0.5,0,,,,
6/30/2016,,,,Shade,,2,,NE,0,0.5,0,,,,
6/30/2016,0,18.3,53.2,Shade ,8:40,3,,SE,0,0.5,0,,2 Stalks,,
6/30/2016,,,,Shade,,3,,SE,0,0.5,0,,,,
6/30/2016,,,,Sun,,3,,SW,0,0.5,0,,,,
6/30/2016,0,17.9,56.0,Sun,,3,,SW,0,0.5,0,,"no FF in NW, all senescing",,
6/30/2016,,,,Sun,,3,,NE,0,0.5,0,,,,
6/30/2016,,,,Sun,,3,,NE,0,0.5,0,,,,
6/30/2016,0,19.3,47.0,Sun,8:50,4,,NW,1,0.5,no reading,,No FF in SE (all in bud) or SW (all senescing),,
6/30/2016,,,,Sun,,4,,NW,0,0.5,0,,,,
6/30/2016,0,20.7,43.2,Sun,8:56,4,,NE,0,0.5,0,,,,
6/30/2016,,,,Mon,,4,,NE,0,0.5,0,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
